local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A015,101186s129380150063z,Analysis of short-term heart rate and diastolic period variability using a refined fuzzy entropy method,Lizhen Ji; Peng Li; Ke Li; Xinpei Wang; Changchun Liu,Lizhen Ji,2015.0,10.1186/s12938-015-0063-z,https://pubmed.ncbi.nlm.nih.gov/26126807,,,BioMedical Engineering OnLine,14,1,,Springer Science and Business Media LLC,en,https://doi.org/10.1186/s12938-015-0063-z,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"BACKGROUND: Heart rate variability (HRV) has been widely used in the non-invasive evaluation of cardiovascular function. Recent studies have also attached great importance to the cardiac diastolic period variability (DPV) examination. Short-term variability measurement (e.g., 5 min) has drawn increasing attention in clinical practice, since it is able to provide almost immediate measurement results and enables the real-time monitoring of cardiovascular function. However, it is still a contemporary challenge to robustly estimate the HRV and DPV parameters based on short-term recordings. METHODS: In this study, a refined fuzzy entropy (rFuzzyEn) was developed by substituting a piecewise fuzzy membership function for the Gaussian function in conventional fuzzy entropy (FuzzyEn) measure. Its stability and robustness against additive noise compared with sample entropy (SampEn) and FuzzyEn, were examined by two well-accepted simulation models-the [Formula: see text] noise and the Logistic attractor. The rFuzzyEn was further applied to evaluate clinical short-term (5 min) HRV and DPV of the patients with coronary artery stenosis and healthy volunteers. RESULTS: Simulation results showed smaller fluctuations in the rFuzzyEn than in SampEn and FuzzyEn values when the data length was decreasing. Besides, rFuzzyEn could distinguish the simulation models with different amount of additive noise even when the percentage of additive noise reached 60%, but neither SampEn nor FuzzyEn showed comparable performance. Clinical HRV analysis did not indicate any significant differences between the patients with coronary artery disease and the healthy volunteers in all the three mentioned entropy measures (all p > 0.20). But clinical DPV analysis showed that the patient group had a significantly higher rFuzzyEn (p < 0.01) than the healthy group. However, no or less significant difference was observed between the two groups in either SampEn (p = 0.14) or FuzzyEn (p = 0.05). CONCLUSIONS: Our proposed rFuzzyEn outperformed conventional SampEn and FuzzyEn in terms of both stability and robustness against additive noise, particularly when the data set was relatively short. Analysis of DPV using rFuzzyEn may provide more valuable information to assess the cardiovascular states than the other entropy measures and has a potential for clinical application.",Sample entropy; Heart rate variability; Approximate entropy; Mathematics; Medicine; Statistics; Piecewise; Coronary artery disease; Cardiology; Fuzzy logic; Entropy (arrow of time); Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A092,101016jesr2019100384,Japan 2050 Low Carbon Navigator: Possible application for assessing climate policy impacts,Mustafa Moinuddin; Akihisa Kuriyama,Mustafa Moinuddin,2019.0,10.1016/j.esr.2019.100384,,,,Energy Strategy Reviews,26,,100384,Elsevier BV,en,https://doi.org/10.1016/j.esr.2019.100384,0.9,resolved,openalex,2026-08-16T22:29:56Z,X002,"This paper explores Japan's energy and emissions-related choices up to 2050 using the Japan 2050 Low Carbon Navigator (Low Carbon Navigator), an energy and emissions scenario simulation tool based on the 2050 Pathways Calculator model. Using illustrative examples and scenarios, the paper demonstrates some unique features of the Low Carbon Navigator that enables assessment of the policy impacts relating to Japan's 3E + S (economic efficiency, energy security, environmental protection and safety) objectives. Five representative energy scenarios are developed to simulate the pathways to attain the emissions reduction targets. Simulation results from these five energy scenarios show that climate and energy policy measures on the energy supply side, such as the decision on whether or not to revive Japan's nuclear power plants, or on building new coal-fired plants, will significantly affect the country's emissions-related targets and energy security. The results show the trade-off between economic efficiency and environmental protection as well as energy security and safety. Furthermore, this paper highlights that the choice of future society scenarios that influence the size of the country's GDP, economic structure and resource dependence is also a crucial factor that affects future GHG emissions levels. Although the Low Carbon Navigator is not able to reflect all the users' assumptions, it can serve as an important tool to generate awareness among researchers, policymakers and the general public, and provides a platform for engaging debate on Japan's energy and emissions choices.",Greenhouse gas; Energy security; Environmental economics; Efficient energy use; Resource (disambiguation); Energy policy; Climate change; Energy supply; Climate change mitigation; Natural resource economics; Business; Environmental resource management,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A093,103390su12166529,Beyond Carbon Footprint Calculators. New Approaches for Linking Consumer Behaviour and Climate Action,Mario Burgui Burgui; Emilio Chuvieco,Mario Burgui Burgui,2020.0,10.3390/su12166529,,,,Sustainability,12,16,6529,MDPI AG,en,https://doi.org/10.3390/su12166529,0.9,resolved,openalex,2026-08-16T22:29:57Z,X002,"This paper presents a carbon footprint (CF) observatory recently developed within our research group. It aims to introduce a new concept of CF accountability, which focused not just on measuring CF, but also on making users reflect about and eventually change their lifestyles to reduce their personal emissions. With this conception, the CO2web observatory includes not only a CF calculator, but also the CF of different alternative consumption scenarios. Therefore, the user may be more aware of the impact of different personal decisions, such as emissions linked to different food, cars, home appliances or pets. In addition, the CF calculator provides quantitative comparisons of the emissions linked to current habits of users with those of similar cohorts, along with specific advices for those consumption sectors where emissions are significantly higher than their cohort’s average.",Carbon footprint; Calculator; Greenhouse gas; Consumption (sociology); Environmental economics; Observatory; Action (physics); Climate change; Accountability; Business; Natural resource economics; Computer science,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.6, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A096,101016jesr2020100494,Modelling carbon mitigation pathways by 2050: Insights from the Global Calculator,Alexandre Strapasson; Jeremy Woods; Vanessa Pérez-Cirera; Alejandra Elizondo; Diego Cruz-Cano; Julien Pestiaux; M. Cornet; Rajiv Kumar Chaturvedi,Alexandre Strapasson,2020.0,10.1016/j.esr.2020.100494,,,,Energy Strategy Reviews,29,,100494,Elsevier BV,en,https://doi.org/10.1016/j.esr.2020.100494,0.9,resolved,openalex,2026-08-16T22:29:58Z,X002,"The Global Calculator (GC) can be used to assess a wide range of climate change mitigation pathways. The GC is an accessible integrated model which calculates the cumulative emissions of a basket of the main greenhouse gases that result from a set of technological and lifestyle choices made at the global level and as defined by the user within a single system dynamics tool. Using the GC, we simulated ambitious scenarios against business as usual trends in order to stay below 2 °C and 1.5 °C of maximum temperature change by the end of this century and carried out a sensitivity analysis of the entire GC model option space. We show that the calculator is useful for making broad simulations for energy, carbon and land use dynamics, and demonstrate how combined and sustained mitigation efforts across different sectors are urgently needed to meet climate targets.",Calculator; Greenhouse gas; Climate change; Climate change mitigation; Range (aeronautics); Sensitivity (control systems); Set (abstract data type); Computer science; Scenario analysis; Business as usual; Environmental science; Order (exchange),True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A097,101016jesr2020100463,Case-study - The transition of Belgium towards a low carbon society: A macroeconomic analysis fed by a participative approach,Loïc Berger; Th Bréchet; Julien Pestiaux; Vincent van Steenberghe,Loïc Berger,2020.0,10.1016/j.esr.2020.100463,,,,Energy Strategy Reviews,29,,100463,Elsevier BV,en,https://doi.org/10.1016/j.esr.2020.100463,0.9,resolved,openalex,2026-08-16T22:29:58Z,X002,"We describe a new approach for analyzing the socio-economic impacts of a low carbon transition. It consists in feeding a traditional macroeconomic model of a national economy, namely Belgium, with the results of a participative modelling exercise based on a prospective energy accounting model, the so-called Calculator. While contributing to overcoming important economic modelling barriers, this approach fosters stakeholders engagement and allows for extending the scope of the energy transition impact analysis.",Scope (computer science); Calculator; Transition (genetics); Economics; Energy transition; Environmental economics; Energy (signal processing); Economic system; Public economics; Business; Computer science; Panacea (medicine),True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A099,101016jegypro201612047,Energy Flow Analysis of China 2050 Pathways Energy Calculator with Special Emphasis on Transportation,Steve-Wonder Amakpah; Gengyuan Liu; Yan Hao; Linyu Xu,Steve-Wonder Amakpah,2016.0,10.1016/j.egypro.2016.12.047,,,,Energy Procedia,104,,275-280,Elsevier BV,en,https://doi.org/10.1016/j.egypro.2016.12.047,0.9,resolved,openalex,2026-08-16T22:29:59Z,X002,"Energy optimisation and CO 2 emission reduction cannot be achieved without a holistic analysis of transportation. This research performs a critical analysis of the China 2050 Pathways Calculator with emphasis on its ability to assess long-term energy optimisation and sustainability of the energy-dependent transport sector. It focuses on the structure, methods, assumptions and the energy mix, with emphasis on its application to the transportation system in China. Employing a hybrid energy flow- and meta-analysis, the paper holistically aims to find the relative quantitative importance of mitigation options in each set indicators available for energy optimisation in transport pathways. It compares the combined energy flows (input/output) data and assumptions by applying the formula Pw = k TI to identify the number of pathways (including energy-mix) available in the transport stream of the Calculator – holding all other sectors and their trajectories at default where k =1. Initial results indicate that there are 262,144 ways for selecting transport pathways alone. The framework of analysis and implicit normative assumption determine the focus of mitigating options, in terms of both descriptive emphasis and qualitative evaluation. The usefulness of predicting future energy-mix transformation for all energy-dependent sectors of an economy cannot be overemphasised. However, the huge data set needed and time required to gather such data, if available, to build the model creates too much room for assumptions that could mar the credibility of the outcomes. This research considers the cost involved to build such an integrated model to be a “turn-off” for most policy makers to start such an endeavour. Stemming from the lapses identified in the China 2050 Pathways Calculator, this paper suggests that considerable refinement should be made to the various assumptions in the trajectories to reflect achievable energy/climate change targets by 2050. Also, policymakers should develop an affinity for patience and be committed financially in the search for improved scientific solutions toward energy optimisation and GHG emission reduction.",Calculator; Credibility; Energy (signal processing); Computer science; Sustainability; Energy mix; Set (abstract data type); Emphasis (telecommunications); Risk analysis (engineering); Environmental economics; Scenario analysis; Operations research,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A100,101051ocl2019034,Land Use Change and the European Biofuels Policy: The expansion of oilseed feedstocks on lands with high carbon stocks,Alexandre Strapasson; Juliana Pfrimer Falcão; Timo Rossberg; Grahame Buss; Jeremy Woods; Steven O. Peterson,Alexandre Strapasson,2019.0,10.1051/ocl/2019034,,,,OCL,26,,39,EDP Sciences,en,https://doi.org/10.1051/ocl/2019034,0.9,resolved,openalex,2026-08-16T22:29:59Z,X002,"The focus of this article is on the potential land use change impacts associated with the oilseed-based biodiesel consumption. The three main crops used for biodiesel production to date are oilseed rape (OSR), soybeans and oil palm. Therefore, the objective of this paper is to provide a technical assessment of potential land use change arising from the growth of these three major crops at global level, obtained through a broad country-level analysis for their respective major producing countries. The article presents an historical data analysis, evaluating the interaction between the expansion and contraction of these three crops over the last three decades (with a closer look from 2008) together with the carbon stock changes to the land. We categorise the land use by its carbon stock and resulting carbon stock changes from land use change. Crops aimed at the production of ethanol, such as maize (corn), sugarcane, wheat, cassava and sugar beet, although extremely relevant for biofuel policies, are not the subject of this present study. While we did not know at the time of writing this report how the term “significant” would be defined in the EU delegated act we concluded from the analysis of the historical data and using the high ILUC-risk definition as it stands, that the emissions associated with palm and soy are significant. For oil palm, we take Indonesia and Malaysia as proxy for the global position. We calculate an average expansion of 29% on high carbon stock land. For soy, we calculate a global average of 19% expansion. We calculate the global average greenhouse gas emissions intensities based on the ILUC-risks as 56 gCO 2 eq/MJ for soy oil and 108 gCO 2 eq/MJ for palm oil. Future projections (OECD-FAO, 2017) suggest these numbers could drop significantly. We do not find evidence for high ILUC-risk expansion of oilseed rape.","Biofuel; Land use, land-use change and forestry; Stock (firearms); Biodiesel; Land use; Agricultural economics; Carbon stock; Environmental science; Palm oil; Agroforestry; Climate change; Business",True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 5, 'heuristic': 1}","X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A101,101016jesr2019100429,David Mackey and the clever climate calculator,Kiso Jan,Kiso Jan,2020.0,10.1016/j.esr.2019.100429,,,,Energy Strategy Reviews,27,,100429,Elsevier BV,en,https://doi.org/10.1016/j.esr.2019.100429,0.9,resolved,openalex,2026-08-16T22:29:59Z,X002,,Calculator; Environmental ethics; Computer science; Philosophy; Operating system,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A104,101002sres2427,Modelling the Limits of Bioenergy,Alexandre Strapasson,Alexandre Strapasson,2016.0,10.1002/sres.2427,,,,Systems Research and Behavioral Science,33,5,686-690,Wiley,en,https://doi.org/10.1002/sres.2427,0.9,resolved,openalex,2026-08-16T22:30:02Z,X002,"This note offers a glimpse of the author's PhD thesis on the Limits of Bioenergy, which was defended at Imperial College London in 2014. The thesis was also presented as a conference paper in the 59th Annual Meeting of the International Society for the Systems Sciences in Berlin, 2015, receiving the Sir Geoffrey Vickers Memorial Award. This research note gives a brief overview on the proposed complex systems approach to land use dynamics and constraints, as a contribution to the climate change debate. A full scientific article with the whole methodology and original results is already under publication process by the author and his colleagues. Copyright © 2016 John Wiley &amp; Sons, Ltd.",Process (computing); Bioenergy; Sociology; Operations research; Engineering; Computer science; Renewable energy; Operating system; Electrical engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A105,mediandoaaprendizagemdecircuitoseltricosemfsicapropostadesequnciadidticautilizandoomodeloflippedclassroom,Mediando a aprendizagem de circuitos elétricos em Física: proposta de sequência didática utilizando o modelo flipped classroom,Marco Paulo do Nascimento; Marcello; Alexandre Betinardi; Olavo Leopoldino,Marco Paulo do Nascimento,2019.0,https://openalex.org/W2990518069,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:30:02Z,X002,"Mediating the learning of electrical circuits in the field of Physics teaching is challenging, requiring high abstraction skills from the student and innovative didactics from the teacher. The objective of this paper is to propose a reflexive teaching unit on electrical circuits for high school students, adequate to Brazil’s current national curriculum standards. The proposal is based on the use of the flipped classroom model in the light of Lev Vygotsky’s cognitive development theory, both in the social perspective of students in classroom and in their activities outside the school premises. Different methodological teaching strategies were used in order to foster situations in which students are the protagonists of their own learning, while consciously and consistently exploring their potential. As a result, at the end of the proposed teaching unit, the students are expected to be able to recognize and associate the concepts studied with practical situations of their daily lives. In addition, it is expected that the students would have acquired autonomy in their learning processes and developed social and cognitive skills, as well as would be able to create graphic and mental models on the operation and application of electrical circuits.",Curriculum; Flipped classroom; Abstraction; Autonomy; Perspective (graphical); Mathematics education; Unit (ring theory); Reflexivity; Cognition; Psychology; Pedagogy; Computer science,False,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X002.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:-,PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A106,101002ecy3336,"A practical guide to selecting models for exploration, inference, and prediction in ecology",Andrew T. Tredennick; Giles Hooker; Stephen P. Ellner; Peter B. Adler,Andrew T. Tredennick,2021.0,10.1002/ecy.3336,https://pubmed.ncbi.nlm.nih.gov/33710619,,,Ecology,102,6,,Wiley,en,https://doi.org/10.1002/ecy.3336,0.9,resolved,openalex,2026-08-16T22:30:03Z,X002,"Selecting among competing statistical models is a core challenge in science. However, the many possible approaches and techniques for model selection, and the conflicting recommendations for their use, can be confusing. We contend that much confusion surrounding statistical model selection results from failing to first clearly specify the purpose of the analysis. We argue that there are three distinct goals for statistical modeling in ecology: data exploration, inference, and prediction. Once the modeling goal is clearly articulated, an appropriate model selection procedure is easier to identify. We review model selection approaches and highlight their strengths and weaknesses relative to each of the three modeling goals. We then present examples of modeling for exploration, inference, and prediction using a time series of butterfly population counts. These show how a model selection approach flows naturally from the modeling goal, leading to different models selected for different purposes, even with exactly the same data set. This review illustrates best practices for ecologists and should serve as a reminder that statistical recipes cannot substitute for critical thinking or for the use of independent data to test hypotheses and validate predictions.",Inference; Model selection; Selection (genetic algorithm); Computer science; Set (abstract data type); Statistical inference; Statistical model; Machine learning; Ecology; Artificial intelligence; Data science; Management science,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
